candidate,family,quant,sample_id,raw_detection_count,measurement_count,installed_object_count,installed_tp,installed_fp,installed_fn,installed_duplicate_count
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001605_frame85254,3,3,3,2,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001614_frame85272,5,5,5,2,3,0,3
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001616_frame85276,5,5,5,2,3,0,3
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001619_frame85282,1,1,1,1,0,1,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001662_frame85368,1,1,1,1,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001666_frame85376,1,1,1,1,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001672_frame85388,1,1,1,1,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001673_frame85390,1,1,1,1,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001703_frame85450,1,1,1,0,1,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001706_frame85456,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001707_frame85458,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001715_frame85474,1,1,1,0,1,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001721_frame85486,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001729_frame85502,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001731_frame85506,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001756_frame85556,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001758_frame85560,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001759_frame85562,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001765_frame85574,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001770_frame85584,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001785_frame85614,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001791_frame85626,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001792_frame85628,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001793_frame85630,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001798_frame85640,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001799_frame85642,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001800_frame85644,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001801_frame85646,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001805_frame85654,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001823_frame85690,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001829_frame85702,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001877_frame85798,1,1,1,1,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001879_frame85802,2,2,2,1,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001884_frame85812,0,0,0,0,0,1,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001902_frame85848,5,5,5,2,3,0,3
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001904_frame85852,3,3,3,2,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001906_frame85856,2,2,2,2,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001907_frame85858,4,4,4,2,2,0,2
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001916_frame85876,5,5,5,2,3,1,2
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001919_frame85882,6,6,6,3,3,0,3
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001953_frame85950,0,0,0,0,0,1,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001957_frame85958,2,2,2,1,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001960_frame85964,1,1,1,1,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001963_frame85970,0,0,0,0,0,1,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_001969_frame85982,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002081_frame86206,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002084_frame86212,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002087_frame86218,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002088_frame86220,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002153_frame86350,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002155_frame86354,1,1,1,0,1,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002156_frame86356,1,1,1,0,1,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002159_frame86362,1,1,1,0,1,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002202_frame86448,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002206_frame86456,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002207_frame86458,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002221_frame86486,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002222_frame86488,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002232_frame86508,2,2,2,1,1,1,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002235_frame86514,2,2,2,2,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002237_frame86518,5,5,5,2,3,0,3
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002252_frame86548,3,3,3,2,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002254_frame86552,4,4,4,2,2,0,2
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002258_frame86560,6,6,6,2,4,0,4
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002261_frame86566,3,3,3,2,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002263_frame86570,2,2,2,1,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002264_frame86572,2,2,2,1,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002265_frame86574,2,2,2,1,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002275_frame86594,2,2,2,1,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002280_frame86604,5,5,5,1,4,0,4
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002296_frame86636,1,1,1,1,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002350_frame86744,1,1,1,1,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002357_frame86758,5,5,5,2,3,0,3
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002363_frame86770,5,5,5,2,3,0,3
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002369_frame86782,5,5,5,1,4,0,4
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002373_frame86790,2,2,2,1,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002376_frame86796,3,3,3,1,2,0,2
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002378_frame86800,1,1,1,1,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002380_frame86804,2,2,2,1,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002383_frame86810,3,3,3,1,2,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002390_frame86824,2,2,2,2,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002396_frame86836,2,2,2,2,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002400_frame86844,4,4,4,2,2,0,2
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002402_frame86848,3,3,3,2,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002406_frame86856,2,2,2,1,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002412_frame86868,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002429_frame86902,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002441_frame86926,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002442_frame86928,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002483_frame87010,4,4,4,1,3,0,3
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002495_frame87034,0,0,0,0,0,1,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002500_frame87044,4,4,4,1,3,0,3
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002502_frame87048,3,3,3,1,2,0,2
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002507_frame87058,4,4,4,1,3,0,3
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002513_frame87070,2,2,2,1,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002521_frame87086,2,2,2,1,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002523_frame87090,2,2,2,1,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002526_frame87096,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002531_frame87106,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002533_frame87110,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002534_frame87112,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002539_frame87122,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002549_frame87142,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002551_frame87146,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002560_frame87164,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002569_frame87182,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002607_frame87258,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002612_frame87268,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002627_frame87298,2,2,2,1,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002637_frame87318,2,2,2,1,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002642_frame87328,1,1,1,1,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002678_frame87400,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002681_frame87406,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002682_frame87408,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002686_frame87416,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002689_frame87422,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002690_frame87424,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002691_frame87426,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002694_frame87432,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002701_frame87446,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002715_frame87474,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002779_frame87602,1,1,1,0,1,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002782_frame87608,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002788_frame87620,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002798_frame87640,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002826_frame87696,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002837_frame87718,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002839_frame87722,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002846_frame87736,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002847_frame87738,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002849_frame87742,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002875_frame87794,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002876_frame87796,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002886_frame87816,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002897_frame87838,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002898_frame87840,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002915_frame87874,1,1,1,1,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002917_frame87878,2,2,2,1,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002925_frame87894,4,4,4,2,2,0,2
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002928_frame87900,3,3,3,2,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002929_frame87902,3,3,3,2,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002935_frame87914,4,4,4,2,2,0,2
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002936_frame87916,5,5,5,2,3,0,3
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002946_frame87936,2,2,2,1,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002979_frame88002,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002982_frame88008,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_002993_frame88030,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003003_frame88050,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003007_frame88058,0,0,0,0,0,1,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003016_frame88076,2,2,2,1,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003068_frame88180,3,3,3,2,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003079_frame88202,4,4,4,2,2,0,2
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003084_frame88212,3,3,3,2,1,1,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003099_frame88242,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003108_frame88260,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003110_frame88264,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003112_frame88268,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003114_frame88272,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003126_frame88296,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003134_frame88312,1,1,1,1,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003192_frame88428,1,1,1,1,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003198_frame88440,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003229_frame88502,1,1,1,1,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003232_frame88508,0,0,0,0,0,1,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003239_frame88522,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003252_frame88548,1,1,1,1,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003258_frame88560,2,2,2,1,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003260_frame88564,1,1,1,1,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003263_frame88570,2,2,2,1,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003267_frame88578,2,2,2,1,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003273_frame88590,3,3,3,1,2,0,2
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003276_frame88596,3,3,3,1,2,0,2
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003291_frame88626,3,3,3,1,2,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003295_frame88634,2,2,2,1,1,1,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003297_frame88638,5,5,5,2,3,0,3
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003327_frame88698,0,0,0,0,0,1,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003342_frame88728,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003344_frame88732,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003350_frame88744,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003354_frame88752,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003356_frame88756,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003366_frame88776,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003368_frame88780,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003371_frame88786,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003374_frame88792,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003402_frame88848,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003410_frame88864,1,1,1,1,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003415_frame88874,2,2,2,1,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003416_frame88876,1,1,1,1,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003419_frame88882,1,1,1,1,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003420_frame88884,1,1,1,1,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003457_frame88958,2,2,2,1,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003473_frame88990,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003476_frame88996,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003478_frame89000,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003493_frame89030,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003496_frame89036,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003505_frame89054,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003509_frame89062,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003516_frame89076,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003524_frame89092,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003577_frame89198,0,0,0,0,0,1,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003581_frame89206,1,1,1,1,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003583_frame89210,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003584_frame89212,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003626_frame89296,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003627_frame89298,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003630_frame89304,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003633_frame89310,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003637_frame89318,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003655_frame89354,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003658_frame89360,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003664_frame89372,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003673_frame89390,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003682_frame89408,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003687_frame89418,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003689_frame89422,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003691_frame89426,3,3,3,0,3,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003695_frame89434,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003728_frame89500,3,3,3,2,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003729_frame89502,3,3,3,2,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003731_frame89506,3,3,3,2,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003733_frame89510,5,5,5,2,3,0,3
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003739_frame89522,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003742_frame89528,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003744_frame89532,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003802_frame89648,5,5,5,1,4,0,4
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003803_frame89650,5,5,5,1,4,0,4
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003810_frame89664,5,5,5,1,4,0,4
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003811_frame89666,5,5,5,1,4,0,4
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003814_frame89672,5,5,5,1,4,0,4
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003879_frame89802,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003880_frame89804,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003881_frame89806,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003887_frame89818,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003889_frame89822,0,0,0,0,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003951_frame89946,3,3,3,3,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003952_frame89948,3,3,3,3,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003958_frame89960,3,3,3,3,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003959_frame89962,2,2,2,2,0,1,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003963_frame89970,2,2,2,2,0,1,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003975_frame89994,2,2,2,2,0,1,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003982_frame90008,3,3,3,2,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003988_frame90020,3,3,3,2,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003991_frame90026,3,3,3,2,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_003993_frame90030,3,3,3,2,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_004005_frame90054,3,3,3,2,1,1,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_004007_frame90058,4,4,4,3,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_004013_frame90070,4,4,4,2,2,1,2
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_004016_frame90076,2,2,2,1,1,1,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_004021_frame90086,5,5,5,2,3,0,2
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_004022_frame90088,2,2,2,2,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_004093_frame90230,2,2,2,2,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_004104_frame90252,3,3,3,2,1,0,1
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_004109_frame90262,5,5,5,2,3,0,3
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_004110_frame90264,4,4,4,2,2,0,2
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_004117_frame90278,1,1,1,1,0,0,0
baseline,noae,uint6,moving_ego_pps200000_low_8loops_stride2_004175_frame90394,0,0,0,0,0,0,0
